9	4.57	0.124408
9	4.58	0.0876078
9	4.59	0.0508074
9	4.6	0.014007
9	4.61	-0.0227934
9	4.62	-0.0595939
9	4.63	-0.0963943
9	4.64	-0.133195
9	4.65	-0.169995
9	4.66	-0.206796
9	4.67	-0.243596
9	4.68	-0.280396
9	4.69	-0.317197
9	4.7	-0.353996
9	4.71	-0.390795
9	4.72	-0.427592
9	4.73	-0.464383
9	4.74	-0.501167
9	4.75	-0.537934
9	4.76	-0.574672
9	4.77	-0.611363
9	4.78	-0.647976
9	4.79	-0.684464
9	4.8	-0.720759
9	4.81	-0.756764
9	4.82	-0.79234
9	4.83	-0.827296
9	4.84	-0.861381
9	4.85	-0.894261
9	4.86	-0.925519
9	4.87	-0.954644
9	4.88	-0.981041
9	4.89	-1.00405
9	4.9	-1.02298
9	4.91	-1.03719
9	4.92	-1.04612
9	4.93	-1.04941
9	4.94	-1.04692
9	4.95	-1.03874
9	4.96	-1.02524
9	4.97	-1.00692
9	4.98	-0.984438
9	4.99	-0.95847
9	5	-0.929685
